path,version,artifact_type,function,size_bytes,one_line_desc,sha256,secondary_function
.claude/skills/mobile-app/references/checklist.md,gsd-design,skill,build,3728,Run this before emitting . P0 must pass.,78877c18b5b8e03cbf730af6cd28b6062ed3569bf9e2a1af8d1149a3dd41adfa,
.claude/skills/email-marketing/SKILL.md,gsd-design,skill,build,3502,name: email-marketing,37063cec1991877d9a40d17cbbd8194867a82163895e3f552de7a912473fae8b,
.claude/skills/browserbase/README.md,gsd-design,skill,build,3820,A set of skills for enabling Claude Code to work with Browserbase through browser automation and the official bb CLI.,28c9e891150e82551138d2a2c76e0111fac557c16148d0f9cfb277aad1999c8d,
.claude/skills/browserbase/skills/browser-trace/EXAMPLES.md,gsd-design,skill,build,8404,"Five end-to-end debug scenarios. Each one shows: setup, running the capture, and the queries you'd run on the resulting ",701f567ca8534f5ebef561d9adb43ccb7ebbfb1e953f59bb1eac19d5d8c105c1,
.claude/skills/browserbase/skills/browser-trace/REFERENCE.md,gsd-design,skill,build,20023,"Technical reference for the capture pipeline, the bisect mapping, and the jq recipe library.",37766b48cbcd32a4e1325c05ff388e2a80925b8eba48ae165dd6c245a468f848,
.claude/skills/browserbase/skills/browser-trace/SKILL.md,gsd-design,skill,build,14714,"Attach a second, read-only CDP client to a browser session that is already being driven by your main automation. The tra",1651305e7c09dca2d5b41b9b76c137f77103db1be2e7079d38d83144f125d675,
.claude/skills/browserbase/skills/browser-trace/scripts/query.mjs,gsd-design,skill,build,8809,// Drill-down helper for a captured run.,ac695ebf6f562cafef99e9bfa4da2f7abdcf815dddd0322fb4c4a94d618ed5f5,
.claude/skills/browserbase/skills/browser-trace/scripts/bb-capture.mjs,gsd-design,skill,build,3751,// Start an observability capture against a Browserbase session.,138382261d00e24c00c4954584537c59be79414c57ae19ba095ea4f48710a411,
.claude/skills/browserbase/skills/browser-trace/scripts/bisect-cdp.mjs,gsd-design,skill,build,7833,"// Slice cdp/raw.ndjson into per-bucket and per-page JSONL files, then write a",4be8ac469aadea797d38357fccadeefbb7c44c2c542f6fa0ee82bb709d176d91,
.claude/skills/browserbase/skills/browser-trace/scripts/start-capture.mjs,gsd-design,skill,build,2954,// Start an observability capture against a CDP target.,88ef13543c64b3a29124a92d84bac194b4f1687cadbe7b2350d3ed9e8c60bd4c,
.claude/skills/browserbase/skills/browser-trace/scripts/snapshot-loop.mjs,gsd-design,skill,build,2381,// Periodic screenshot + DOM HTML + URL sampler. Invoked by start-capture.mjs;,7d8a3cf60941dcf973ae43153671b19de786dd69f4ed9a8230b0919749311f76,
.claude/skills/browserbase/skills/browser-trace/scripts/lib.mjs,gsd-design,skill,build,4304,// Shared helpers for the browser-trace scripts.,c623c5a6e06ef9fa4e7b914481a0f1c2dddd10fccdba992ceeb5fbe004b5e395,
.claude/skills/browserbase/skills/browser-trace/scripts/stop-capture.mjs,gsd-design,skill,build,1526,// Stop an in-progress capture and stamp the manifest with stoppedat.,05f5ae3a9c84e6117ce41efb478ea94d7de0fa7f4bdc052a769d6ad1ba6c3dcb,
.claude/skills/browserbase/skills/browser-trace/scripts/bb-finalize.mjs,gsd-design,skill,build,3162,"// After stop-capture.mjs, pull final Browserbase-side artifacts (session",d786647a755cf9fdac13dc9bb7fd688a7ed4d3b3d0862b14ba96a976a9121624,
.claude/skills/browserbase/skills/fetch/EXAMPLES.md,gsd-design,skill,build,4082,Common patterns for using the Browserbase Fetch API. Each example shows both cURL and SDK usage.,66ab828e19f4c26ed668c07a452925317fae0ac602c6619017950c4bda398141,
.claude/skills/browserbase/skills/fetch/REFERENCE.md,gsd-design,skill,build,5918,"Fetch a page and return its content, headers, and metadata.",330043d0eeb94334c5acc273cebdfc0261c694a23fb0945ec7e1478583751426,
.claude/skills/browserbase/skills/fetch/SKILL.md,gsd-design,skill,build,4803,"Fetch a page and return its content, headers, and metadata — no browser session required.",0bc9d3cd66024e23372d4bdcc272688150445740f1d5e7043d63cea1a14bf7d9,
.claude/skills/browserbase/skills/browser/EXAMPLES.md,gsd-design,skill,build,5876,Common browser automation workflows using the browse CLI. Each example demonstrates a distinct pattern using real comman,683dc4419ffbe76de9a0ba10bf2f6a38280a2aee43eabb48882d8f4b82a25068,
.claude/skills/browserbase/skills/browser/REFERENCE.md,gsd-design,skill,build,13010,Technical reference for the browse CLI tool.,5b983cc0f3f8380eeba181525d503bf209f03cf3cec21600fd47ffdfea35a3ce,
.claude/skills/browserbase/skills/browser/SKILL.md,gsd-design,skill,build,9054,Automate browser interactions using the browse CLI with Claude.,fcb2a7398fae0db2a27de9fb1df6733fd802b1778779062d41879438f06461a9,
.claude/skills/browserbase/skills/cookie-sync/EXAMPLES.md,gsd-design,skill,build,3632,"User request: ""Sync my Chrome cookies to a cloud browser""",4137cd2187146dd4b3dc560f85fe7da6d6d466db6bb62814e6c20b3c93988937,
.claude/skills/browserbase/skills/cookie-sync/REFERENCE.md,gsd-design,skill,build,5193,- Browserbase Context Integration,0ebd16b2c1fc7d9b12d85aeb18176fa3dd1437927994dbb1396d77c14712076c,
.claude/skills/browserbase/skills/cookie-sync/SKILL.md,gsd-design,skill,build,4166,"Exports cookies from your local Chrome and saves them into a Browserbase persistent context. After syncing, use the brow",3fb861a0e99a28f13a87fd7624e7e6d6ad216a3bb360402067bbf977f03e2b09,
.claude/skills/browserbase/skills/cookie-sync/scripts/cookie-sync.mjs,gsd-design,skill,build,10941,// cookie-sync — Export cookies from local Chrome into a Browserbase persistent context.,7a2dd9d116f1507ccfbc2a19901460d9906828854907ad6eae652d60cbb17392,
.claude/skills/browserbase/skills/search/EXAMPLES.md,gsd-design,skill,build,3028,"Common patterns for using the Browserbase Search API. The SDK does not yet have a search method, so all examples use cUR",df74a39a5611f3bb201a2d64fc556ab30c3314a103b91edd11457c28d6b36dff,
.claude/skills/browserbase/skills/search/REFERENCE.md,gsd-design,skill,build,4606,"Search the web and return structured results with titles, URLs, and metadata.",7ee80245462cdb369801c7ca8371661e088e0a8a9b6842774e1e1f777aa7de09,
.claude/skills/browserbase/skills/search/SKILL.md,gsd-design,skill,build,3706,Search the web and return structured results — no browser session required.,abf00f87e9c1306e5698f6ab4d8c312ea6930136ce730402d9349c36ef8291d5,
.claude/skills/browserbase/skills/autobrowse/EXAMPLES.md,gsd-design,skill,build,1894,Run the evaluate → read trace → improve strategy cycle for one task. Claude iterates until you stop it or the task gradu,46001787a504d643c8af401a2fb554f4a154fd41f8b355169ad2f1af92e5b69d,
.claude/skills/browserbase/skills/autobrowse/REFERENCE.md,gsd-design,skill,build,1797,node ${CLAUDESKILLDIR}/scripts/evaluate.mjs --task [options],0d8617c9fc7d1127332f11a354e52f9616d66f5bc624d651142ce10a2470659e,
.claude/skills/browserbase/skills/autobrowse/SKILL.md,gsd-design,skill,build,11659,Build reliable browser automation skills through iterative experimentation. An inner agent browses the site (evaluate.ts,a092a09fcfc3501e0e1cfe0c35c2deabd39222d46175b2e48a7a1e9d312380a3,
.claude/skills/browserbase/skills/autobrowse/README.md,gsd-design,skill,build,2874,"Self-improving browser automation via the auto-research loop. Build reliable, production-ready navigation skills for any",6f46372dba0c17f22aee3dff244239b580a6bc9789d8815efb30d064f0b22bf8,
.claude/skills/browserbase/skills/autobrowse/scripts/evaluate.mjs,gsd-design,skill,build,22753,evaluate.mjs — Inner agent harness.,e43d6cdb1623326c0a88c6516d4247d93d4e79914011e6244d1c806b181048eb,
.claude/skills/browserbase/skills/autobrowse/references/example-skill.md,gsd-design,skill,build,8569,Submit an anonymous pothole / street defect report to San Francisco's 311 system. Navigates the Verint form hosted at sa,d8e80bbab64866b829e51c03f4da0b30fd0998339f161fadf696540e68d6b10d,
.claude/skills/browserbase/skills/autobrowse/references/example-task.md,gsd-design,skill,build,628,One sentence describing what the agent must accomplish.,5527dad8905ad8a15c6328304b070cccd7fc6fef08739c9881ef874dc4cfbe2f,
.claude/skills/browserbase/skills/functions/REFERENCE.md,gsd-design,skill,build,3921,- Invoking Deployed Functions,ac0e12f5009bd838f5d47d746d366fc182af790563903b1537bfce5a5c5899af,
.claude/skills/browserbase/skills/functions/SKILL.md,gsd-design,skill,build,2889,Deploy serverless browser automation using the official bb CLI.,a91cf51874f47922b24fc8be904cda3056f398b041bd4f21160443b623184069,
.claude/skills/browserbase/skills/event-prospecting/SKILL.md,gsd-design,skill,build,21909,"Take a conference URL → get a ranked list of people the AE should talk to, with a ""why reach out"" rationale per person.",10e92bdfae97b80a2412631fb225d5c7e9328cc594db04e99ec2a62e4d261238,
.claude/skills/browserbase/skills/event-prospecting/scripts/extract_event.mjs,gsd-design,skill,build,8490,"// extractevent.mjs — read recon.json, dispatch to platform-specific extractor,",68ae84f711baa4f18c4ec90fa0183038f823a8b8faee1893b2abe5dbe290a7d1,
.claude/skills/browserbase/skills/event-prospecting/scripts/recon.mjs,gsd-design,skill,build,4275,"// recon.mjs — probe an event URL, identify the platform, persist a recon.json",2983d32b4b214346e0d67d573c4991565fe4bab078da3522fc84e776b0cf9675,
.claude/skills/browserbase/skills/event-prospecting/scripts/extract_page.mjs,gsd-design,skill,build,5162,// Extract structured page content for company research.,db4aa374194165870e3ffcb60b4dcf54379450c442c74a703dd377215291a9e1,
.claude/skills/browserbase/skills/event-prospecting/scripts/compile_report.mjs,gsd-design,skill,build,40145,// Compiles per-company + per-person markdown research files into a person-first,2f19edc05b574773bddd791b37238e212f9fb9242f2c6a7565352e2dc8a9ebac,
.claude/skills/browserbase/skills/event-prospecting/references/example-research.md,gsd-design,skill,build,8905,Event-prospecting writes TWO kinds of markdown files:,f97a5fd78c7818ed33a075c2f4f556287f6aedf4bd37a5d737ab1dd61792a4cb,
.claude/skills/browserbase/skills/event-prospecting/references/event-platforms.md,gsd-design,skill,build,7866,- Detection Priority — order recon.mjs probes,8c789073164d16f34dba630ab5cc3d13f448443288e02b5a308b03ee05991229,
.claude/skills/browserbase/skills/event-prospecting/references/research-patterns.md,gsd-design,skill,build,17670,- Plan→Research→Synthesize — canonical pattern (verbatim from company-research),9444be3b96e79f530df31c816b8c218fde8f904ade5c79b45886efca0dd0c304,
.claude/skills/browserbase/skills/event-prospecting/references/workflow.md,gsd-design,skill,build,21173,Subagent prompt templates and tool-call governance for every fan-out step in the pipeline. The main agent in SKILL.md di,fb605b63ea926c69c86d8ac9145648a44c38d44d72926461b9353fcc3922bfe4,
.claude/skills/browserbase/skills/company-research/SKILL.md,gsd-design,skill,build,11959,Discover and deeply research companies to sell to. Uses Browserbase Search API for discovery and a Plan→Research→Synthes,8ded3012798889f7c8ef887128e32040a3a9f13e1c2feb4e908555c0dc3089e9,
.claude/skills/browserbase/skills/company-research/scripts/list_urls.mjs,gsd-design,skill,build,2432,// Deduplicates discovery URLs from bb search JSON output files.,09d25cf85d5dc8d095376721d47e0b9d25697582a4bc20113d678193e09d564a,
.claude/skills/browserbase/skills/company-research/scripts/extract_page.mjs,gsd-design,skill,build,5162,// Extract structured page content for company research.,db4aa374194165870e3ffcb60b4dcf54379450c442c74a703dd377215291a9e1,
.claude/skills/browserbase/skills/company-research/scripts/compile_report.mjs,gsd-design,skill,build,13883,// Compiles per-company markdown research files into an HTML report + CSV.,681c3941351437284cf12b23723a81ab86b3532e39c0d7765a361dee1873efc1,
.claude/skills/browserbase/skills/company-research/references/example-research.md,gsd-design,skill,build,2688,"Each research subagent writes one markdown file per company to {OUTPUTDIR}/{company-slug}.md, where {OUTPUTDIR} is the p",d8978e6ba28540396001c1982b511f60e9f5d23342d40b1803e7529ae2c4b2e7,
.claude/skills/browserbase/skills/company-research/references/research-patterns.md,gsd-design,skill,build,10330,This reference defines two research contexts:,dfefcf4ffee3dc80172ce28adfada4c4625c71d4e636dcf925158fa2f5bdced6,
.claude/skills/browserbase/skills/company-research/references/workflow.md,gsd-design,skill,build,11061,bb search --output writes a JSON object (NOT a flat array):,e5bb840265e2b439d5b482441e91d5073d74d2a9c51a0c633a788d4c98b0f833,
.claude/skills/browserbase/skills/browserbase-cli/REFERENCE.md,gsd-design,skill,build,7479,- Authentication and flags,2008606a7706c1502d9a3a895b367ea6281664a161f394ef5f13c33ea9294ed2,
.claude/skills/browserbase/skills/browserbase-cli/SKILL.md,gsd-design,skill,build,5225,"Use the official bb CLI for Browserbase platform operations, Functions workflows, and Fetch API calls.",6cd3ccc3e51572b61546c6329692cebe2905659c7ebc294425f2cfb4dda6f80c,
.claude/skills/browserbase/skills/ui-test/EXAMPLES.md,gsd-design,skill,build,22994,"Each example demonstrates the full assertion protocol: before/after comparison, structured markers, and adversarial test",7539378e5d32a3780a961f64b19001045c99034a4bb12c4706e2ac1d60d430be,
.claude/skills/browserbase/skills/ui-test/SKILL.md,gsd-design,skill,build,28600,"Test UI changes in a real browser. Your job is to try to break things, not confirm they work.",ec4ea6406d2c6d505d915a0d41ebd768c778fe1709331017ff1b2847c7b9985c,
.claude/skills/browserbase/skills/ui-test/README.md,gsd-design,skill,build,4149,"Adversarial UI testing that catches what Playwright can't. Analyzes git diffs to test only what changed, or explores the",f7b9c8ec1b423da974e817a7f60438443da2218dc50b991f1314792cc2b262e1,
.claude/skills/browserbase/skills/ui-test/references/adversarial-patterns.md,gsd-design,skill,build,3681,Use these patterns to try to break features. Apply them to every interactive element you test.,87546a3aef0da83f7ab1c4b960dfe60de78fe075a33e23ea8f91dac8d80e043a,
.claude/skills/browserbase/skills/ui-test/references/browser-recipes.md,gsd-design,skill,build,6614,Copy-paste recipes using the browse CLI for deterministic UI checks. Works with both local and remote browsers.,74914dc7d1e9e27483806e8faf0275e2b3823c8f004835e68cc088fc30581bce,
.claude/skills/browserbase/skills/ui-test/references/parallel-testing.md,gsd-design,skill,build,6821,Run multiple tests concurrently using named browse sessions. Each named session gets its own independent browser. Use th,aa6779f980256605d016f6d876787c96e99a2c5ce74f60e3785b1cf3c350c70e,
.claude/skills/browserbase/skills/ui-test/references/design-system.example.md,gsd-design,skill,build,4126,> This is an example. Copy this file to design-system.md and replace with your own design tokens. The ui-test skill uses,2d2e3526808d954fd7c9c5aaa02cb44a897d55ffe4c1ff17c34c6b72de4988ba,
.claude/skills/browserbase/skills/ui-test/references/design-consistency.md,gsd-design,skill,build,2577,"Check whether changed UI is visually consistent with the rest of the app. This catches ""it works but looks wrong"" — mism",59ebb507807dc2e227efa159fe12938dfed9f61b51e384f6254671eaf90ea955,
.claude/skills/browserbase/skills/ui-test/references/ux-heuristics.md,gsd-design,skill,build,18425,These heuristics guide the LLM when evaluating screenshots and page interactions. Five evaluation frameworks targeting S,5b608c95df615893cc267177783453112594765869d1c15ba9b5cae23a4890c2,
.claude/skills/browserbase/skills/ui-test/references/exploratory-testing.md,gsd-design,skill,build,2960,"Exploratory testing is agent-driven: you navigate the app freely using browse commands, making decisions about what to c",3ef0665a8c72eeeb661555580b7a040f8146751ef6d3d8bf96714c3613d57c8a,
.claude/skills/anthropic-frontend-design/SKILL.md,gsd-design,skill,build,4440,"This skill guides creation of distinctive, production-grade frontend interfaces that avoid generic ""AI slop"" aesthetics.",b81e2ff87ed8fa4d6c377ccb127a7254c9e6a77e3ae94f21e6b514f7bb2945a0,
.claude/skills/sprite-animation/SKILL.md,gsd-design,skill,build,4255,"A pixel / sprite-style animated explainer slide — full-bleed cream stage,",2476c8eedfcd5aaea1a3cd6e66c6a60f6a6a38278ef20f6d6e843db151144320,
.claude/skills/social-carousel/SKILL.md,gsd-design,skill,build,3897,A three-card social-media carousel laid out as 1080×1080 squares —,cb0c3ac321cbd850a53da00a6ad1b901d40dc89e447c61ed697b456628776f28,
.claude/skills/liquid-glass-design/SKILL.md,gsd-design,skill,build,9045,"Patterns for implementing Apple's Liquid Glass — a dynamic material that blurs content behind it, reflects color and lig",024aa207eb3d4d31d868954a7352a40b78c61f2fd007ab8b452afb6217070f84,
.claude/skills/uiux-design/SKILL.md,gsd-design,skill,build,11946,"Unified design skill: brand, tokens, UI, logo, CIP, slides, banners, social photos, icons.",87a5278f1fdb2e2e51c7506b69aed58efbf261185e524e37450b866e594dd102,
.claude/skills/uiux-design/scripts/icon/generate.py,gsd-design,skill,build,17151,Icon Generation Script using Gemini 3.1 Pro Preview API,1a6be99dc233f6d9f8b558c26148203418be5b47c677cd83e48e41e78e38780c,
.claude/skills/uiux-design/scripts/cip/generate.py,gsd-design,skill,build,19430,CIP Design Generator - Generate corporate identity mockups using Gemini Nano Banana,2745040c9b534cf4113d2f7f4d7a52bc96a9fbfa12204c4f8460be4e15449069,
.claude/skills/uiux-design/scripts/cip/render-html.py,gsd-design,skill,build,13941,CIP HTML Presentation Renderer,a49a89a017ea4a2c492438055f05dfba3dfb4f91563f5f913359939beeaeccab,
.claude/skills/uiux-design/scripts/cip/core.py,gsd-design,skill,build,8062,CIP Design Core - BM25 search engine for Corporate Identity Program design guidelines,78a78a51f12d2382b2854414df395dc62b68532626ef724ddd5de713507911e4,
.claude/skills/uiux-design/scripts/cip/search.py,gsd-design,skill,build,4524,CIP Design Search CLI - Search corporate identity design guidelines,6619fbbe71983003a858c5eb79bc59c607b342610a1178b6976c687c2932161b,
.claude/skills/uiux-design/scripts/logo/generate.py,gsd-design,skill,build,14630,Logo Generation Script using Gemini Nano Banana API,6e4358f21cd85fec51c8d01b03e3696d6db180815309d7e10a19c623d4d4462c,
.claude/skills/uiux-design/scripts/logo/core.py,gsd-design,skill,build,6023,Logo Design Core - BM25 search engine for logo design guidelines,4f8b36ffe538e5995d0e0b740053a0899a1adf445ffdf484bd47f94e71ade8d0,
.claude/skills/uiux-design/scripts/logo/search.py,gsd-design,skill,build,4745,Logo Design Search - CLI for searching logo design guidelines,693b3a1824831f120d4c60ed72477847604da1f6b654343381f8e9d3800a28f2,
.claude/skills/uiux-design/references/logo-color-psychology.md,gsd-design,skill,build,3341,"- Psychology: Trust, stability, professionalism, calm",3fd0e93e24c3b2ea7f3be778e8f2d03b1c62c7c6eab3ade478c8fca332bff287,
.claude/skills/uiux-design/references/design-routing.md,gsd-design,skill,build,5826,When to use each design sub-skill.,32914a913f4f20d4cb1e497e5a87cfc04b71af4e6d75db72ecf50e4f060201c8,
.claude/skills/uiux-design/references/cip-prompt-engineering.md,gsd-design,skill,build,2493,"Professional corporate identity mockup photograph showing [DELIVERABLE] for brand '[BRANDNAME]', [STYLE] design style, u",4bf3a0c858f38c230e43e872857b72d9eb692e066e8de5920da75aac733e753c,
.claude/skills/uiux-design/references/slides-layout-patterns.md,gsd-design,skill,build,3691,25 slide layouts with CSS structures and animation classes.,0a967ca3bd829d3234e6f1802bade6c76447fabbaddbc8117c41adbae7dfb6df,
.claude/skills/uiux-design/references/icon-design.md,gsd-design,skill,build,4343,"AI-powered SVG icon generation using Gemini 3.1 Pro Preview. 15 styles, 12 categories, multi-size export.",39281931d070918b4e51ecd71054da99493cabe06a07dfa8f1f682e48637c83f,
.claude/skills/uiux-design/references/cip-design.md,gsd-design,skill,build,4589,"Corporate Identity Program design with 50+ deliverables, 20 styles, 20 industries. Generate mockups with Gemini Nano Ban",47a3b2e445bc07185edd0cd24ba8a417229baf86717dcdff7c4e403adbceb3f1,
.claude/skills/uiux-design/references/logo-style-guide.md,gsd-design,skill,build,3435,Text-only logo using custom typography.,611baa841eedab101f45c113c6bfbd4d7e16e859c9d6ebd2cf941827a6e8dd15,
.claude/skills/uiux-design/references/slides-html-template.md,gsd-design,skill,build,9004,"Complete HTML structure with navigation, tokens, and Chart.js integration.",fd5b051a37365fc6059c75bb388ec6f64daf1bd9ae938b287b6d762dc83c0c35,
.claude/skills/uiux-design/references/logo-prompt-engineering.md,gsd-design,skill,build,4314,Professional logo design for [brand/industry]:,e50f55bf323263eb27b4cd4c5172383a787fb894581d5d2befb3f6e0180b253e,
.claude/skills/uiux-design/references/cip-style-guide.md,gsd-design,skill,build,2357,"Industries: Finance, Legal, Consulting, Tech",f3e15408cd981e93804440c1159c12e02d001bc37a3945f455b3fc13729ed4e1,
.claude/skills/uiux-design/references/slides-create.md,gsd-design,skill,build,153,"Invoke slides skill to create persuasive HTML slides using design tokens, Chart.js, and the slide knowledge database.",792d647a5d4f87d765cf417f7ac54dd0b2fc4d229cc23ea9df56282d4c1ee086,
.claude/skills/uiux-design/references/slides.md,gsd-design,skill,build,1742,"Strategic HTML presentation design with Chart.js data visualization, design tokens, responsive layouts, and copywriting ",5630d5daec947ff58ab1ac97c7a1ee77a21cf6f5dce5155535b65d291691979f,
.claude/skills/uiux-design/references/slides-copywriting-formulas.md,gsd-design,skill,build,2604,25 formulas for persuasive slide copy.,03733d5916ab771834745550045b736deeb94a08226f2b200f7953009c35b219,
.claude/skills/uiux-design/references/banner-sizes-and-styles.md,gsd-design,skill,build,4993,| Platform | Type | Size (px) | Aspect Ratio |,c8906fb1073a576ee8c680d9bc8586249cbc4ed36690da960d65a1c9c37143b7,
.claude/skills/uiux-design/references/social-photos-design.md,gsd-design,skill,build,11251,"Design social media images via HTML/CSS rendering + screenshot export. Orchestrates ui-ux-pro-max, brand, design-system,",2544c143ff3a4471a775e2271797a3871480f94de91b267178da92e8952192a0,
.claude/skills/uiux-design/references/slides-strategies.md,gsd-design,skill,build,2715,15 proven deck structures with emotion arcs.,27ee3e53ffa0ea679ec83ebeacb0bcfbce498df57277e99f574b9c139dc44286,
.claude/skills/uiux-design/references/logo-design.md,gsd-design,skill,build,3163,"AI-powered logo design with 55+ styles, 30 color palettes, 25 industry guides. Uses Gemini Nano Banana models.",2e845fe165c845fd9582c1d74204fa31de607380982a6ea0b5f8db4e293afa3a,
.claude/skills/uiux-design/references/cip-deliverable-guide.md,gsd-design,skill,build,1735,"- Vector format (SVG, AI, EPS)",1424e120b967288e2334f24fcfa5cdc7f238420326a7444f4c5597efecfabc41,
.claude/skills/taste-brandkit/SKILL.md,gsd-design,skill,build,15992,"You are an elite brand identity art director, logo designer, visual-system strategist, and presentation designer.",b0c4837e1bd140ca816ae54948754ddd2ac1e2a4d3619363777a80caf00b2ede,
.claude/skills/magazine-poster/SKILL.md,gsd-design,skill,build,3581,"An editorial-style poster — newsprint paper, dateline, oversized serif",ce20f2731d9c10f7616ccb96e7f1e3b677ca21740915acdf3d87de3861a7a94f,
.claude/skills/dashboard/SKILL.md,gsd-design,skill,build,2695,Produce a single-screen admin / analytics dashboard.,50eb30517c23efa8fb86fcdae5f11b4d0fde7556f773d612e0c88df5a3d456f7,
.claude/skills/anthropic-webapp-testing/SKILL.md,gsd-design,skill,build,3913,"To test local web applications, write native Python Playwright scripts.",51b7349e77ec63b7744a6f63647e7566a0b4d2e301121cc10e8c2113af6556a2,
.claude/skills/anthropic-webapp-testing/scripts/with_server.py,gsd-design,skill,build,3693,"Start one or more servers, wait for them to be ready, run a command, then clean up.",b0dcf4918935b795f4eda9821579b9902119235ff4447f687a30286e7d0925fd,
.claude/skills/anthropic-webapp-testing/examples/console_logging.py,gsd-design,skill,build,1027,from playwright.syncapi import syncplaywright,ea46877289acb82da7e7ce59d0bc37c8977cd57e2a006d0c88d7a1c625bf95da,
.claude/skills/anthropic-webapp-testing/examples/static_html_automation.py,gsd-design,skill,build,953,from playwright.syncapi import syncplaywright,9d533aafb875ee3ab8b8ebf8f5b9003ac8d999da3d09b285cce252e623140064,
.claude/skills/anthropic-webapp-testing/examples/element_discovery.py,gsd-design,skill,build,1463,from playwright.syncapi import syncplaywright,d63c89604a22f8845d724e95dda45db49b1bf57c25ce0a83afbb7b8da3d402f0,
.claude/skills/uiux-design-system/SKILL.md,gsd-design,skill,build,6879,"Token architecture, component specifications, systematic design, slide generation.",eb484103939b1ba2778c351f0c97b7899ea09ebe143bafb7eed29385dfedf854,
.claude/skills/uiux-design-system/scripts/fetch-background.py,gsd-design,skill,build,12287,Fetches real images from Pexels for slide backgrounds.,cecedad0a9054e6e65f31ab7ba7d07eb6af2179e237c5632bc962dad69fd6d66,
.claude/skills/uiux-design-system/scripts/slide_search_core.py,gsd-design,skill,build,14756,Slide Search Core - BM25 search engine for slide design databases,2464050ae338eb50728086046b644845fa7ae943f32efead3908fdbe1473edbe,
.claude/skills/uiux-design-system/scripts/search-slides.py,gsd-design,skill,build,9210,"Slide Search CLI - Search slide design databases for strategies, layouts, copy, and charts",fded9548bc1bbe1303da67fabe34006c6a7c57934c9d171ea3dc3eb5f6eee010,
.claude/skills/uiux-design-system/scripts/slide-token-validator.py,gsd-design,skill,build,973,Slide Token Validator (Legacy Wrapper),66da5da5e8e659d405a89b342e13dd1e469e79726c46002d9d2368c3c7aaf945,
.claude/skills/uiux-design-system/scripts/html-token-validator.py,gsd-design,skill,build,11894,HTML Design Token Validator,9556a65e7aacda23388478294ee9a5cb84b315d964fbbf754aa0dcdbcfee58e6,
.claude/skills/uiux-design-system/scripts/generate-slide.py,gsd-design,skill,build,27785,Slide Generator - Generates HTML slides using design tokens,2c56d638b396cf2210686fb5efe9ca94771621f48e62da5adefd052ac006cfad,
.claude/skills/uiux-design-system/references/primitive-tokens.md,gsd-design,skill,build,4562,Raw design values - foundation of the design system.,91e6caa12646c08c8aadf8e09399aed65760a25c8d80595936d81a9131118fc3,
.claude/skills/uiux-design-system/references/component-specs.md,gsd-design,skill,build,6914,Detailed specs for core components with states and variants.,b265d979a741dd748d4e595e6898ae430faeef4f6d13d7a634fa6241b91d2da4,
.claude/skills/uiux-design-system/references/states-and-variants.md,gsd-design,skill,build,4771,Component state definitions and variant patterns.,8dacb95d57d4bb37d8a99cc55515ff26da272056f837d29abc74aedcaa3ba104,
.claude/skills/uiux-design-system/references/semantic-tokens.md,gsd-design,skill,build,4245,Purpose-based aliases referencing primitive tokens.,97e16d8061bbc22e82b51966a7015e3fc990932902e4647843506669a1cdebcc,
.claude/skills/uiux-design-system/references/tailwind-integration.md,gsd-design,skill,build,5633,Map design system tokens to Tailwind CSS configuration.,6d01092db1479dbd2060567b4232bb2b4bc16e89730ab07e1f87a3e7f5c406b9,
.claude/skills/uiux-design-system/references/component-tokens.md,gsd-design,skill,build,4986,Component-specific tokens referencing semantic layer.,e27f8f5999badee425c98235eabbd2cb3ebe2a1a364766d5c7a6b3134ceaaec8,
.claude/skills/uiux-design-system/references/token-architecture.md,gsd-design,skill,build,5365,"Three-layer token system for scalable, themeable design systems.",925f4049c4c4313d9fd5df98cdfd52004112aca49fba1664ad85e76bc9dce4d3,
.claude/skills/taste-gpt-tasteskill/SKILL.md,gsd-design,skill,build,7857,"You are an elite, award-winning frontend design engineer. Standard LLMs possess severe statistical biases: they generate",2e64c269953f2656c21bf5a0fa6b4568e82fe0c72b36e8f84758e090349966a5,
.claude/skills/huashu-design/SKILL.md,gsd-design,skill,build,57458,> 任何涉及具体产品/技术/事件/人物的存在性、发布状态、版本号、规格参数的事实性断言，第一步必须 WebSearch 验证，禁止凭训练语料做断言。,de8a88885d6dfaa3dc60da2759326c1b9c472159149cf6a847572bf3af3677c6,
.claude/skills/huashu-design/README.md,gsd-design,skill,build,16785,"> ""Type. Hit enter. A finished design lands in your lap.""",a3356298806a541264038d6d0403b06358904df759d2f2a42e91c552afdca84a,
.claude/skills/huashu-design/README.zh.md,gsd-design,skill,build,15508,"> ""Type. Hit enter. A finished design lands in your lap.""",4a2e3be07a22dc5fc1021a65cc6664c33a5bbaf1da69e5a2e91071d3aec7a77c,
.claude/skills/huashu-design/assets/deck_stage.js,gsd-design,skill,build,11678,- 固定尺寸canvas（默认1920×1080）+ auto-scale + letterbox,a7a2af14c2f8001d2c7e2590dacbf8110b38b37da7b82cbce12382286e8ed6cf,
.claude/skills/huashu-design/assets/showcases/INDEX.md,gsd-design,skill,build,5538,> 8 种场景 × 3 种风格 = 24 个预制设计样例,576c8c1c6ca508e074337a9bcc001615c72ab7bf13611421ff2b13007fd970f9,
